date,home,away,home_score,away_score,neutral,tournament,city,country
2021-09-09,Brazil,Peru,2.0,0.0,False,FIFA World Cup qualification,Recife,Brazil
2021-09-30,Egypt,Liberia,2.0,0.0,False,Friendly,Alexandria,Egypt
2021-10-06,Morocco,Guinea-Bissau,5.0,0.0,False,FIFA World Cup qualification,Rabat,Morocco
2021-10-06,Bahrain,Curaçao,4.0,0.0,False,Friendly,Riffa,Bahrain
2021-10-06,Jordan,Malaysia,4.0,0.0,False,Friendly,Amman,Jordan
2021-10-06,Italy,Spain,1.0,2.0,False,UEFA Nations League,Milan,Italy
2021-10-07,Iraq,Lebanon,0.0,0.0,True,FIFA World Cup qualification,Doha,Qatar
2021-10-07,Korea Republic,Syria,2.0,1.0,False,FIFA World Cup qualification,Ansan,South Korea
2021-10-07,United Arab Emirates,Iran,0.0,1.0,False,FIFA World Cup qualification,Dubai,United Arab Emirates
2021-10-07,Saudi Arabia,Japan,1.0,0.0,False,FIFA World Cup qualification,Jeddah,Saudi Arabia
2021-10-07,Australia,Oman,3.0,1.0,True,FIFA World Cup qualification,Doha,Qatar
2021-10-07,United States,Jamaica,2.0,0.0,False,FIFA World Cup qualification,Austin,United States
2021-10-07,El Salvador,Panama,1.0,0.0,False,FIFA World Cup qualification,San Salvador,El Salvador
2021-10-07,Mexico,Canada,1.0,1.0,False,FIFA World Cup qualification,Mexico City,Mexico
2021-10-07,Tunisia,Mauritania,3.0,0.0,False,FIFA World Cup qualification,Radès,Tunisia
2021-10-07,Liberia,Cabo Verde,1.0,2.0,True,FIFA World Cup qualification,Accra,Ghana
2021-10-07,Congo DR,Madagascar,2.0,0.0,False,FIFA World Cup qualification,Kinshasa,DR Congo
2021-10-07,Ecuador,Bolivia,3.0,0.0,False,FIFA World Cup qualification,Guayaquil,Ecuador
2021-10-07,Venezuela,Brazil,1.0,3.0,False,FIFA World Cup qualification,Caracas,Venezuela
2021-10-07,Paraguay,Argentina,0.0,0.0,False,FIFA World Cup qualification,Asunción,Paraguay
2021-10-07,Uruguay,Colombia,0.0,0.0,False,FIFA World Cup qualification,Montevideo,Uruguay
2021-10-07,Belgium,France,2.0,3.0,True,UEFA Nations League,Turin,Italy
2021-10-08,Czechia,Wales,2.0,2.0,False,FIFA World Cup qualification,Prague,Czech Republic
2021-10-08,Latvia,Netherlands,0.0,1.0,False,FIFA World Cup qualification,Riga,Latvia
2021-10-08,Türkiye,Norway,1.0,1.0,False,FIFA World Cup qualification,Istanbul,Turkey
2021-10-08,Cyprus,Croatia,0.0,3.0,False,FIFA World Cup qualification,Larnaca,Cyprus
2021-10-08,Germany,Romania,2.0,1.0,False,FIFA World Cup qualification,Hamburg,Germany
2021-10-08,Algeria,Niger,6.0,1.0,False,FIFA World Cup qualification,Algiers,Algeria
2021-10-08,Malawi,Côte d'Ivoire,0.0,3.0,True,FIFA World Cup qualification,Johannesburg,South Africa
2021-10-08,Egypt,Libya,1.0,0.0,False,FIFA World Cup qualification,Alexandria,Egypt
2021-10-09,Sweden,Kosovo,3.0,0.0,False,FIFA World Cup qualification,Stockholm,Sweden
2021-10-09,Switzerland,Northern Ireland,2.0,0.0,False,FIFA World Cup qualification,Geneva,Switzerland
2021-10-09,Kazakhstan,Bosnia and Herzegovina,0.0,2.0,False,FIFA World Cup qualification,Nur-Sultan,Kazakhstan
2021-10-09,Scotland,Israel,3.0,2.0,False,FIFA World Cup qualification,Glasgow,Scotland
2021-10-09,Faroe Islands,Austria,0.0,2.0,False,FIFA World Cup qualification,Tórshavn,Faroe Islands
2021-10-09,Andorra,England,0.0,5.0,False,FIFA World Cup qualification,Andorra la Vella,Andorra
2021-10-09,Ethiopia,South Africa,1.0,3.0,False,FIFA World Cup qualification,Bahir Dar,Ethiopia
2021-10-09,Ghana,Zimbabwe,3.0,1.0,False,FIFA World Cup qualification,Cape Coast,Ghana
2021-10-09,Senegal,Namibia,4.0,1.0,False,FIFA World Cup qualification,Thiès,Senegal
2021-10-09,Curaçao,New Zealand,1.0,2.0,True,Friendly,Riffa,Bahrain
2021-10-09,Portugal,Qatar,3.0,0.0,False,Friendly,Faro-Loulé,Portugal
2021-10-09,Uzbekistan,Malaysia,5.0,1.0,True,Friendly,Amman,Jordan
2021-10-09,Morocco,Guinea-Bissau,3.0,0.0,False,FIFA World Cup qualification,Casablanca,Morocco
2021-10-10,Jamaica,Canada,0.0,0.0,False,FIFA World Cup qualification,Kingston,Jamaica
2021-10-10,Panama,United States,1.0,0.0,False,FIFA World Cup qualification,Panama City,Panama
2021-10-10,Mexico,Honduras,3.0,0.0,False,FIFA World Cup qualification,Mexico City,Mexico
2021-10-10,Mauritania,Tunisia,0.0,0.0,False,FIFA World Cup qualification,Nouakchott,Mauritania
2021-10-10,Cabo Verde,Liberia,1.0,0.0,False,FIFA World Cup qualification,Mindelo,Cape Verde
2021-10-10,Madagascar,Congo DR,1.0,0.0,False,FIFA World Cup qualification,Antananarivo,Madagascar
2021-10-10,Colombia,Brazil,0.0,0.0,False,FIFA World Cup qualification,Barranquilla,Colombia
2021-10-10,Venezuela,Ecuador,2.0,1.0,False,FIFA World Cup qualification,Caracas,Venezuela
2021-10-10,Argentina,Uruguay,3.0,0.0,False,FIFA World Cup qualification,Buenos Aires,Argentina
2021-10-10,Chile,Paraguay,2.0,0.0,False,FIFA World Cup qualification,Santiago,Chile
2021-10-10,Italy,Belgium,2.0,1.0,False,UEFA Nations League,Turin,Italy
2021-10-10,Spain,France,1.0,2.0,True,UEFA Nations League,Milan,Italy
2021-10-11,Belarus,Czechia,0.0,2.0,True,FIFA World Cup qualification,Kazan,Russia
2021-10-11,Netherlands,Gibraltar,6.0,0.0,False,FIFA World Cup qualification,Rotterdam,Netherlands
2021-10-11,Norway,Montenegro,2.0,0.0,False,FIFA World Cup qualification,Oslo,Norway
2021-10-11,Latvia,Türkiye,1.0,2.0,False,FIFA World Cup qualification,Riga,Latvia
2021-10-11,Croatia,Slovakia,2.0,2.0,False,FIFA World Cup qualification,Osijek,Croatia
2021-10-11,North Macedonia,Germany,0.0,4.0,False,FIFA World Cup qualification,Skopje,North Macedonia
2021-10-11,Côte d'Ivoire,Malawi,2.0,1.0,True,FIFA World Cup qualification,Cotonou,Benin
2021-10-11,Libya,Egypt,0.0,3.0,False,FIFA World Cup qualification,Benina,Libya
2021-10-12,Iran,Korea Republic,1.0,1.0,False,FIFA World Cup qualification,Tehran,Iran
2021-10-12,United Arab Emirates,Iraq,2.0,2.0,False,FIFA World Cup qualification,Dubai,United Arab Emirates
2021-10-12,Japan,Australia,2.0,1.0,False,FIFA World Cup qualification,Saitama,Japan
2021-10-12,Saudi Arabia,China PR,3.0,2.0,False,FIFA World Cup qualification,Jeddah,Saudi Arabia
2021-10-12,Portugal,Luxembourg,5.0,0.0,False,FIFA World Cup qualification,Faro-Loulé,Portugal
2021-10-12,Sweden,Greece,2.0,0.0,False,FIFA World Cup qualification,Stockholm,Sweden
2021-10-12,Lithuania,Switzerland,0.0,4.0,False,FIFA World Cup qualification,Vilnius,Lithuania
2021-10-12,Ukraine,Bosnia and Herzegovina,1.0,1.0,False,FIFA World Cup qualification,Lviv,Ukraine
2021-10-12,Faroe Islands,Scotland,0.0,1.0,False,FIFA World Cup qualification,Tórshavn,Faroe Islands
2021-10-12,Denmark,Austria,1.0,0.0,False,FIFA World Cup qualification,Copenhagen,Denmark
2021-10-12,England,Hungary,1.0,1.0,False,FIFA World Cup qualification,London,England
2021-10-12,Niger,Algeria,0.0,4.0,False,FIFA World Cup qualification,Niamey,Niger
2021-10-12,Zimbabwe,Ghana,0.0,1.0,False,FIFA World Cup qualification,Harare,Zimbabwe
2021-10-12,South Africa,Ethiopia,1.0,0.0,False,FIFA World Cup qualification,Johannesburg,South Africa
2021-10-12,Namibia,Senegal,1.0,3.0,True,FIFA World Cup qualification,Johannesburg,South Africa
2021-10-12,Bahrain,New Zealand,0.0,1.0,False,Friendly,Riffa,Bahrain
2021-10-12,Jordan,Uzbekistan,3.0,0.0,False,Friendly,Amman,Jordan
2021-10-12,Ireland,Qatar,4.0,0.0,False,Friendly,Dublin,Republic of Ireland
2021-10-12,Morocco,Guinea,4.0,1.0,False,FIFA World Cup qualification,Agadir,Morocco
2021-10-13,United States,Costa Rica,2.0,1.0,False,FIFA World Cup qualification,Columbus,United States
2021-10-13,Canada,Panama,4.0,1.0,False,FIFA World Cup qualification,Toronto,Canada
2021-10-13,El Salvador,Mexico,0.0,2.0,False,FIFA World Cup qualification,San Salvador,El Salvador
2021-10-14,Bolivia,Paraguay,4.0,0.0,False,FIFA World Cup qualification,La Paz,Bolivia
2021-10-14,Colombia,Ecuador,0.0,0.0,False,FIFA World Cup qualification,Barranquilla,Colombia
2021-10-14,Argentina,Peru,1.0,0.0,False,FIFA World Cup qualification,Buenos Aires,Argentina
2021-10-14,Brazil,Uruguay,4.0,1.0,False,FIFA World Cup qualification,Manaus,Brazil
2021-10-27,Mexico,Ecuador,2.0,3.0,True,Friendly,Charlotte,United States
2021-11-10,Kosovo,Jordan,0.0,2.0,False,Friendly,Pristina,Kosovo
2021-11-11,Czechia,Kuwait,7.0,0.0,False,Friendly,Olomouc,Czech Republic
2021-11-11,Serbia,Qatar,4.0,0.0,False,Friendly,Belgrade,Serbia
2021-11-11,Ethiopia,Ghana,1.0,1.0,True,FIFA World Cup qualification,Johannesburg,South Africa
2021-11-11,South Africa,Zimbabwe,1.0,0.0,False,FIFA World Cup qualification,Johannesburg,South Africa
2021-11-11,Togo,Senegal,1.0,1.0,False,FIFA World Cup qualification,Lomé,Togo
2021-11-11,Tanzania,Congo DR,0.0,3.0,False,FIFA World Cup qualification,Dar es Salaam,Tanzania
2021-11-11,Lebanon,Iran,1.0,2.0,False,FIFA World Cup qualification,Sidon,Lebanon
2021-11-11,Iraq,Syria,1.0,1.0,True,FIFA World Cup qualification,Al Rayyan,Qatar
2021-11-11,Korea Republic,United Arab Emirates,1.0,0.0,False,FIFA World Cup qualification,Goyang,South Korea
2021-11-11,Vietnam,Japan,0.0,1.0,False,FIFA World Cup qualification,Hanoi,Vietnam
2021-11-11,Australia,Saudi Arabia,0.0,0.0,False,FIFA World Cup qualification,Sydney,Australia
2021-11-11,Ireland,Portugal,0.0,0.0,False,FIFA World Cup qualification,Dublin,Republic of Ireland
2021-11-11,Georgia,Sweden,2.0,0.0,False,FIFA World Cup qualification,Batumi,Georgia
2021-11-11,Greece,Spain,0.0,1.0,False,FIFA World Cup qualification,Athens,Greece
2021-11-11,Malta,Croatia,1.0,7.0,False,FIFA World Cup qualification,Ta' Qali,Malta
2021-11-11,Germany,Liechtenstein,9.0,0.0,False,FIFA World Cup qualification,Wolfsburg,Germany
2021-11-11,Ecuador,Venezuela,1.0,0.0,False,FIFA World Cup qualification,Quito,Ecuador
2021-11-11,Paraguay,Chile,0.0,1.0,False,FIFA World Cup qualification,Asunción,Paraguay
2021-11-11,Brazil,Colombia,1.0,0.0,False,FIFA World Cup qualification,São Paulo,Brazil
2021-11-12,Djibouti,Algeria,0.0,4.0,True,FIFA World Cup qualification,Cairo,Egypt
2021-11-12,Angola,Egypt,2.0,2.0,False,FIFA World Cup qualification,Luanda,Angola
2021-11-12,Morocco,Sudan,3.0,0.0,False,FIFA World Cup qualification,Rabat,Morocco
2021-11-12,Canada,Costa Rica,1.0,0.0,False,FIFA World Cup qualification,Edmonton,Canada
2021-11-12,Honduras,Panama,2.0,3.0,False,FIFA World Cup qualification,San Pedro Sula,Honduras
2021-11-12,United States,Mexico,2.0,0.0,False,FIFA World Cup qualification,Cincinnati,United States
2021-11-12,Italy,Switzerland,1.0,1.0,False,FIFA World Cup qualification,Rome,Italy
2021-11-12,Moldova,Scotland,0.0,2.0,False,FIFA World Cup qualification,Chișinău,Moldova
2021-11-12,Austria,Israel,4.0,2.0,False,FIFA World Cup qualification,Klagenfurt,Austria
2021-11-12,England,Albania,5.0,0.0,False,FIFA World Cup qualification,London,England
2021-11-12,Uruguay,Argentina,0.0,1.0,False,FIFA World Cup qualification,Montevideo,Uruguay
2021-11-13,Equatorial Guinea,Tunisia,1.0,0.0,False,FIFA World Cup qualification,Malabo,Equatorial Guinea
2021-11-13,Cabo Verde,Central African Republic,2.0,1.0,False,FIFA World Cup qualification,Mindelo,Cape Verde
2021-11-13,Côte d'Ivoire,Mozambique,3.0,0.0,True,FIFA World Cup qualification,Cotonou,Benin
2021-11-13,Bosnia and Herzegovina,Finland,1.0,3.0,False,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina
2021-11-13,France,Kazakhstan,8.0,0.0,False,FIFA World Cup qualification,Paris,France
2021-11-13,Belgium,Estonia,3.0,1.0,False,FIFA World Cup qualification,Brussels,Belgium
2021-11-13,Norway,Latvia,0.0,0.0,False,FIFA World Cup qualification,Oslo,Norway
2021-11-13,Türkiye,Gibraltar,6.0,0.0,False,FIFA World Cup qualification,Istanbul,Turkey
2021-11-13,Montenegro,Netherlands,2.0,2.0,False,FIFA World Cup qualification,Podgorica,Montenegro
2021-11-14,Azerbaijan,Qatar,2.0,2.0,False,Friendly,Baku,Azerbaijan
2021-11-14,Ghana,South Africa,1.0,0.0,False,FIFA World Cup qualification,Cape Coast,Ghana
2021-11-14,Senegal,Congo,2.0,0.0,False,FIFA World Cup qualification,Thiès,Senegal
2021-11-14,Congo DR,Benin,2.0,0.0,False,FIFA World Cup qualification,Kinshasa,DR Congo
2021-11-14,Portugal,Serbia,1.0,2.0,False,FIFA World Cup qualification,Lisbon,Portugal
2021-11-14,Spain,Sweden,1.0,0.0,False,FIFA World Cup qualification,Seville,Spain
2021-11-14,Croatia,Russia,1.0,0.0,False,FIFA World Cup qualification,Split,Croatia
2021-11-14,Armenia,Germany,1.0,4.0,False,FIFA World Cup qualification,Yerevan,Armenia
2021-11-15,Georgia,Uzbekistan,1.0,0.0,False,Friendly,Gori,Georgia
2021-11-15,Switzerland,Bulgaria,4.0,0.0,False,FIFA World Cup qualification,Lucerne,Switzerland
2021-11-15,Scotland,Denmark,2.0,0.0,False,FIFA World Cup qualification,Glasgow,Scotland
2021-11-15,Austria,Moldova,4.0,1.0,False,FIFA World Cup qualification,Klagenfurt,Austria
2021-11-15,San Marino,England,0.0,10.0,False,FIFA World Cup qualification,Serravalle,San Marino
2021-11-16,Belarus,Jordan,1.0,0.0,False,Friendly,Minsk,Belarus
2021-11-16,New Zealand,Gambia,2.0,0.0,True,Friendly,Dubai,United Arab Emirates
2021-11-16,Algeria,Burkina Faso,2.0,2.0,False,FIFA World Cup qualification,Blida,Algeria
2021-11-16,Tunisia,Zambia,3.0,1.0,False,FIFA World Cup qualification,Radès,Tunisia
2021-11-16,Nigeria,Cabo Verde,1.0,1.0,False,FIFA World Cup qualification,Lagos,Nigeria
2021-11-16,Cameroon,Côte d'Ivoire,1.0,0.0,False,FIFA World Cup qualification,Douala,Cameroon
2021-11-16,Egypt,Gabon,2.0,1.0,False,FIFA World Cup qualification,Alexandria,Egypt
2021-11-16,Morocco,Guinea,3.0,0.0,False,FIFA World Cup qualification,Casablanca,Morocco
2021-11-16,Iraq,Korea Republic,0.0,3.0,True,FIFA World Cup qualification,Al Rayyan,Qatar
2021-11-16,Syria,Iran,0.0,3.0,True,FIFA World Cup qualification,Amman,Jordan
2021-11-16,China PR,Australia,1.0,1.0,True,FIFA World Cup qualification,Sharjah,United Arab Emirates
2021-11-16,Vietnam,Saudi Arabia,0.0,1.0,False,FIFA World Cup qualification,Hanoi,Vietnam
2021-11-16,Oman,Japan,0.0,1.0,False,FIFA World Cup qualification,Muscat,Oman
2021-11-16,Jamaica,United States,1.0,1.0,False,FIFA World Cup qualification,Kingston,Jamaica
2021-11-16,Canada,Mexico,2.0,1.0,False,FIFA World Cup qualification,Edmonton,Canada
2021-11-16,Panama,El Salvador,2.0,1.0,False,FIFA World Cup qualification,Panama City,Panama
2021-11-16,Bosnia and Herzegovina,Ukraine,0.0,2.0,False,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina
2021-11-16,Finland,France,0.0,2.0,False,FIFA World Cup qualification,Helsinki,Finland
2021-11-16,Wales,Belgium,1.0,1.0,False,FIFA World Cup qualification,Cardiff,Wales
2021-11-16,Czechia,Estonia,2.0,0.0,False,FIFA World Cup qualification,Prague,Czech Republic
2021-11-16,Montenegro,Türkiye,1.0,2.0,False,FIFA World Cup qualification,Podgorica,Montenegro
2021-11-16,Netherlands,Norway,2.0,0.0,False,FIFA World Cup qualification,Rotterdam,Netherlands
2021-11-16,Bolivia,Uruguay,3.0,0.0,False,FIFA World Cup qualification,La Paz,Bolivia
2021-11-16,Colombia,Paraguay,0.0,0.0,False,FIFA World Cup qualification,Barranquilla,Colombia
2021-11-16,Argentina,Brazil,0.0,0.0,False,FIFA World Cup qualification,San Juan,Argentina
2021-11-16,Chile,Ecuador,0.0,2.0,False,FIFA World Cup qualification,Santiago,Chile
2021-11-30,Iraq,Oman,1.0,1.0,True,Arab Cup,Al Wakrah,Qatar
2021-11-30,Qatar,Bahrain,1.0,0.0,False,Arab Cup,Al Khor,Qatar
2021-11-30,Tunisia,Mauritania,5.0,1.0,True,Arab Cup,Al Rayyan,Qatar
2021-12-01,Morocco,Palestine,4.0,0.0,True,Arab Cup,Al Wakrah,Qatar
2021-12-01,Saudi Arabia,Jordan,0.0,1.0,True,Arab Cup,Al Rayyan,Qatar
2021-12-01,Algeria,Sudan,4.0,0.0,True,Arab Cup,Al Rayyan,Qatar
2021-12-01,Egypt,Lebanon,1.0,0.0,True,Arab Cup,Doha,Qatar
2021-12-03,Bahrain,Iraq,0.0,0.0,True,Arab Cup,Doha,Qatar
2021-12-03,Qatar,Oman,2.0,1.0,False,Arab Cup,Al Rayyan,Qatar
2021-12-03,Syria,Tunisia,2.0,0.0,True,Arab Cup,Al Khor,Qatar
2021-12-04,El Salvador,Ecuador,1.0,1.0,True,Friendly,Houston,United States
2021-12-04,Jordan,Morocco,0.0,4.0,True,Arab Cup,Al Rayyan,Qatar
2021-12-04,Palestine,Saudi Arabia,1.0,1.0,True,Arab Cup,Al Rayyan,Qatar
2021-12-04,Lebanon,Algeria,0.0,2.0,True,Arab Cup,Al Wakrah,Qatar
2021-12-04,Sudan,Egypt,0.0,5.0,True,Arab Cup,Doha,Qatar
2021-12-06,Qatar,Iraq,3.0,0.0,False,Arab Cup,Al Khor,Qatar
2021-12-06,Tunisia,United Arab Emirates,1.0,0.0,True,Arab Cup,Doha,Qatar
2021-12-07,Jordan,Palestine,5.0,1.0,True,Arab Cup,Doha,Qatar
2021-12-07,Morocco,Saudi Arabia,1.0,0.0,True,Arab Cup,Doha,Qatar
2021-12-07,Algeria,Egypt,1.0,1.0,True,Arab Cup,Al Wakrah,Qatar
2021-12-08,Mexico,Chile,2.0,2.0,True,Friendly,Austin,United States
2021-12-10,Tunisia,Oman,2.0,1.0,True,Arab Cup,Al Rayyan,Qatar
2021-12-10,Qatar,United Arab Emirates,5.0,0.0,False,Arab Cup,Al Khor,Qatar
2021-12-11,Egypt,Jordan,3.0,1.0,True,Arab Cup,Al Wakrah,Qatar
2021-12-11,Morocco,Algeria,2.0,2.0,True,Arab Cup,Doha,Qatar
2021-12-15,Tunisia,Egypt,1.0,0.0,True,Arab Cup,Doha,Qatar
2021-12-15,Qatar,Algeria,1.0,2.0,False,Arab Cup,Doha,Qatar
2021-12-18,Qatar,Egypt,0.0,0.0,False,Arab Cup,Doha,Qatar
2021-12-18,Tunisia,Algeria,0.0,2.0,True,Arab Cup,Al Khor,Qatar
2021-12-18,United States,Bosnia and Herzegovina,1.0,0.0,False,Friendly,Los Angeles,United States
2022-01-05,Algeria,Ghana,3.0,0.0,True,Friendly,Al Rayyan,Qatar
2022-01-09,Ethiopia,Cabo Verde,0.0,1.0,True,African Cup of Nations,Yaoundé,Cameroon
2022-01-10,Senegal,Zimbabwe,1.0,0.0,True,African Cup of Nations,Bafoussam,Cameroon
2022-01-10,Morocco,Ghana,1.0,0.0,True,African Cup of Nations,Yaoundé,Cameroon
2022-01-11,Nigeria,Egypt,1.0,0.0,True,African Cup of Nations,Garoua,Cameroon
2022-01-11,Algeria,Sierra Leone,0.0,0.0,True,African Cup of Nations,Douala,Cameroon
2022-01-12,Equatorial Guinea,Côte d'Ivoire,0.0,1.0,True,African Cup of Nations,Douala,Cameroon
2022-01-12,Tunisia,Mali,0.0,1.0,True,African Cup of Nations,Limbé,Cameroon
2022-01-13,Cabo Verde,Burkina Faso,0.0,1.0,True,African Cup of Nations,Yaoundé,Cameroon
2022-01-14,Senegal,Guinea,0.0,0.0,True,African Cup of Nations,Bafoussam,Cameroon
2022-01-14,Morocco,Comoros,2.0,0.0,True,African Cup of Nations,Yaoundé,Cameroon
2022-01-14,Gabon,Ghana,1.0,1.0,True,African Cup of Nations,Yaoundé,Cameroon
2022-01-15,Korea Republic,Iceland,5.0,1.0,True,Friendly,Antalya,Turkey
2022-01-15,Guinea-Bissau,Egypt,0.0,1.0,True,African Cup of Nations,Garoua,Cameroon
2022-01-16,Colombia,Honduras,2.0,1.0,True,Friendly,Fort Lauderdale,United States
2022-01-16,Peru,Panama,1.0,1.0,False,Friendly,Lima,Peru
2022-01-16,Côte d'Ivoire,Sierra Leone,2.0,2.0,True,African Cup of Nations,Douala,Cameroon
2022-01-16,Algeria,Equatorial Guinea,0.0,1.0,True,African Cup of Nations,Douala,Cameroon
2022-01-16,Tunisia,Mauritania,4.0,0.0,True,African Cup of Nations,Limbé,Cameroon
2022-01-17,Cameroon,Cabo Verde,1.0,1.0,False,African Cup of Nations,Yaoundé,Cameroon
2022-01-18,Malawi,Senegal,0.0,0.0,True,African Cup of Nations,Bafoussam,Cameroon
2022-01-18,Gabon,Morocco,2.0,2.0,True,African Cup of Nations,Yaoundé,Cameroon
2022-01-18,Ghana,Comoros,2.0,3.0,True,African Cup of Nations,Garoua,Cameroon
2022-01-19,Egypt,Sudan,1.0,0.0,True,African Cup of Nations,Yaoundé,Cameroon
2022-01-20,Korea Republic,Moldova,4.0,0.0,True,Friendly,Antalya,Turkey
2022-01-20,Côte d'Ivoire,Algeria,3.0,1.0,True,African Cup of Nations,Douala,Cameroon
2022-01-20,Gambia,Tunisia,1.0,0.0,True,African Cup of Nations,Limbé,Cameroon
2022-01-21,Iraq,Uganda,1.0,0.0,False,Friendly,Baghdad,Iraq
2022-01-23,Nigeria,Tunisia,0.0,1.0,True,African Cup of Nations,Garoua,Cameroon
2022-01-25,Morocco,Malawi,2.0,1.0,True,African Cup of Nations,Yaoundé,Cameroon
2022-01-25,Senegal,Cabo Verde,2.0,0.0,True,African Cup of Nations,Bafoussam,Cameroon
2022-01-26,Côte d'Ivoire,Egypt,0.0,0.0,True,African Cup of Nations,Douala,Cameroon
2022-01-27,Uzbekistan,South Sudan,3.0,0.0,True,Friendly,Dubai,United Arab Emirates
2022-01-27,Jamaica,Mexico,1.0,2.0,False,FIFA World Cup qualification,Kingston,Jamaica
2022-01-27,United States,El Salvador,1.0,0.0,False,FIFA World Cup qualification,Columbus,United States
2022-01-27,Honduras,Canada,0.0,2.0,False,FIFA World Cup qualification,San Pedro Sula,Honduras
2022-01-27,Costa Rica,Panama,1.0,0.0,False,FIFA World Cup qualification,San José,Costa Rica
2022-01-27,Lebanon,Korea Republic,0.0,1.0,False,FIFA World Cup qualification,Sidon,Lebanon
2022-01-27,Iran,Iraq,1.0,0.0,False,FIFA World Cup qualification,Tehran,Iran
2022-01-27,Japan,China PR,2.0,0.0,False,FIFA World Cup qualification,Saitama,Japan
2022-01-27,Australia,Vietnam,4.0,0.0,False,FIFA World Cup qualification,Melbourne,Australia
2022-01-27,Saudi Arabia,Oman,1.0,0.0,False,FIFA World Cup qualification,Jeddah,Saudi Arabia
2022-01-27,Ecuador,Brazil,1.0,1.0,False,FIFA World Cup qualification,Quito,Ecuador
2022-01-27,Paraguay,Uruguay,0.0,1.0,False,FIFA World Cup qualification,Asunción,Paraguay
2022-01-27,Chile,Argentina,1.0,2.0,False,FIFA World Cup qualification,Calama,Chile
2022-01-28,Jordan,New Zealand,3.0,1.0,True,Friendly,Abu Dhabi,United Arab Emirates
2022-01-28,Colombia,Peru,0.0,1.0,False,FIFA World Cup qualification,Barranquilla,Colombia
2022-01-29,Burkina Faso,Tunisia,1.0,0.0,True,African Cup of Nations,Garoua,Cameroon
2022-01-30,Egypt,Morocco,2.0,1.0,True,African Cup of Nations,Yaoundé,Cameroon
2022-01-30,Senegal,Equatorial Guinea,3.0,1.0,True,African Cup of Nations,Yaoundé,Cameroon
2022-01-30,Canada,United States,2.0,0.0,False,FIFA World Cup qualification,Hamilton,Canada
2022-01-30,Mexico,Costa Rica,0.0,0.0,False,FIFA World Cup qualification,Mexico City,Mexico
2022-01-30,Panama,Jamaica,3.0,2.0,False,FIFA World Cup qualification,Panama City,Panama
2022-02-01,Bahrain,Congo DR,1.0,0.0,False,Friendly,Riffa,Bahrain
2022-02-01,Lebanon,Iraq,1.0,1.0,False,FIFA World Cup qualification,Sidon,Lebanon
2022-02-01,Iran,United Arab Emirates,1.0,0.0,False,FIFA World Cup qualification,Tehran,Iran
2022-02-01,Syria,Korea Republic,0.0,2.0,True,FIFA World Cup qualification,Dubai,United Arab Emirates
2022-02-01,Japan,Saudi Arabia,2.0,0.0,False,FIFA World Cup qualification,Saitama,Japan
2022-02-01,Oman,Australia,2.0,2.0,False,FIFA World Cup qualification,Muscat,Oman
2022-02-01,Uruguay,Venezuela,4.0,1.0,False,FIFA World Cup qualification,Montevideo,Uruguay
2022-02-01,Argentina,Colombia,1.0,0.0,False,FIFA World Cup qualification,Córdoba,Argentina
2022-02-01,Peru,Ecuador,1.0,1.0,False,FIFA World Cup qualification,Lima,Peru
2022-02-01,Brazil,Paraguay,4.0,0.0,False,FIFA World Cup qualification,Belo Horizonte,Brazil
2022-02-02,Burkina Faso,Senegal,1.0,3.0,True,African Cup of Nations,Yaoundé,Cameroon
2022-02-02,United States,Honduras,3.0,0.0,False,FIFA World Cup qualification,Saint Paul,United States
2022-02-02,El Salvador,Canada,0.0,2.0,False,FIFA World Cup qualification,San Salvador,El Salvador
2022-02-02,Mexico,Panama,1.0,0.0,False,FIFA World Cup qualification,Mexico City,Mexico
2022-02-03,Cameroon,Egypt,0.0,0.0,False,African Cup of Nations,Yaoundé,Cameroon
2022-02-06,Senegal,Egypt,0.0,0.0,True,African Cup of Nations,Yaoundé,Cameroon
2022-03-18,Papua New Guinea,New Zealand,0.0,1.0,True,FIFA World Cup qualification,Doha,Qatar
2022-03-18,Iraq,Zambia,3.0,1.0,False,Friendly,Baghdad,Iraq
2022-03-21,New Zealand,Fiji,4.0,0.0,True,FIFA World Cup qualification,Doha,Qatar
2022-03-23,Guadeloupe,Cabo Verde,0.0,2.0,True,Friendly,Orléans,France
2022-03-24,Mexico,United States,0.0,0.0,False,FIFA World Cup qualification,Mexico City,Mexico
2022-03-24,Panama,Honduras,1.0,1.0,False,FIFA World Cup qualification,Panama City,Panama
2022-03-24,Costa Rica,Canada,1.0,0.0,False,FIFA World Cup qualification,San José,Costa Rica
2022-03-24,Iraq,United Arab Emirates,1.0,0.0,True,FIFA World Cup qualification,Riyadh,Saudi Arabia
2022-03-24,Korea Republic,Iran,2.0,0.0,False,FIFA World Cup qualification,Seoul,South Korea
2022-03-24,China PR,Saudi Arabia,1.0,1.0,True,FIFA World Cup qualification,Sharjah,United Arab Emirates
2022-03-24,Australia,Japan,0.0,2.0,False,FIFA World Cup qualification,Sydney,Australia
2022-03-24,New Zealand,New Caledonia,7.0,1.0,True,FIFA World Cup qualification,Doha,Qatar
2022-03-24,Colombia,Bolivia,3.0,0.0,False,FIFA World Cup qualification,Barranquilla,Colombia
2022-03-24,Brazil,Chile,4.0,0.0,False,FIFA World Cup qualification,Rio de Janeiro,Brazil
